City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
281,Kutno,PL,2022-09-02 03:36:15,52.2306,19.3641,52.11,80,5,6.58
282,Olafsvik,IS,2022-09-02 03:36:15,64.8945,-23.7142,47.66,76,20,23.82
283,Aklavik,CA,2022-09-02 03:36:16,68.2191,-135.0107,61.48,56,100,6.8
284,Lewistown,US,2022-09-02 03:36:16,40.5992,-77.5714,64.18,100,0,0.0
285,Aykhal,RU,2022-09-02 03:36:16,66.0,111.5,37.51,99,100,12.26
286,Loandjili,CG,2022-09-02 03:36:17,-4.7561,11.8578,73.51,88,75,2.3
287,Kargasok,RU,2022-09-02 03:36:17,59.0556,80.8572,50.72,63,39,9.6
288,Richards Bay,ZA,2022-09-02 03:34:25,-28.783,32.0377,60.39,69,0,14.05
289,State College,US,2022-09-02 03:36:17,40.7934,-77.86,61.81,82,0,0.0
290,Geraldton,AU,2022-09-02 03:31:21,-28.7667,114.6,64.81,32,100,21.85
291,Mercedes,AR,2022-09-02 03:36:18,-34.6515,-59.4307,54.64,66,100,14.16
292,Baykit,RU,2022-09-02 03:36:18,61.67,96.37,51.21,61,57,1.14
293,Bilma,NE,2022-09-02 03:36:18,18.6853,12.9164,86.47,48,82,6.15
294,Nador,MA,2022-09-02 03:36:18,35.174,-2.9287,82.65,32,0,11.5
295,Hetauda,NP,2022-09-02 03:36:19,27.4284,85.0322,83.55,68,72,3.2
296,Caucaia,BR,2022-09-02 03:36:19,-3.7361,-38.6531,79.03,72,75,18.41
297,Thunder Bay,CA,2022-09-02 03:35:20,48.4001,-89.3168,62.58,88,0,5.75
298,Vila Do Maio,CV,2022-09-02 03:36:19,15.1333,-23.2167,79.59,84,95,15.95
299,Kloulklubed,PW,2022-09-02 03:36:20,7.0419,134.2556,86.5,72,97,11.25
300,Lagoa,PT,2022-09-02 03:36:20,39.05,-27.9833,71.06,73,33,15.73
301,Phangnga,TH,2022-09-02 03:36:20,8.4509,98.5298,80.64,62,52,3.42
302,Krasnoborsk,RU,2022-09-02 03:36:21,61.5598,45.934,46.6,82,96,5.39
303,Axim,GH,2022-09-02 03:36:21,4.8699,-2.2405,73.33,92,100,4.92
304,Kisangani,CD,2022-09-02 03:36:21,0.5167,25.2,67.03,99,100,3.62
305,Tadine,NC,2022-09-02 03:36:21,-21.55,167.8833,73.0,65,72,14.23
306,Nanortalik,GL,2022-09-02 03:36:22,60.1432,-45.2371,46.99,66,18,8.28
307,Codrington,AU,2022-09-02 03:36:22,-38.2667,141.9667,52.72,57,75,12.84
308,Verkhoyansk,RU,2022-09-02 03:36:22,67.5447,133.385,53.13,43,100,9.13
309,Wagga Wagga,AU,2022-09-02 03:31:28,-35.1167,147.3667,63.61,63,19,7.14
310,Saldanha,ZA,2022-09-02 03:36:22,-33.0117,17.9442,55.45,70,100,10.74
311,Port Lincoln,AU,2022-09-02 03:36:23,-34.7333,135.8667,54.23,56,97,14.58
312,Raudeberg,NO,2022-09-02 03:36:23,61.9875,5.1352,54.27,1,92,1.5
313,Victoria,HK,2022-09-02 03:32:26,22.2855,114.1577,88.32,63,100,13.0
314,Pisco,PE,2022-09-02 03:34:56,-13.7,-76.2167,57.25,88,0,0.0
315,The Valley,AI,2022-09-02 03:36:23,18.217,-63.0578,83.82,70,4,18.25
316,Ahipara,NZ,2022-09-02 03:36:24,-35.1667,173.1667,59.16,57,21,6.24
317,Staryy Nadym,RU,2022-09-02 03:36:24,65.6118,72.6842,49.26,55,76,3.62
318,Qena,EG,2022-09-02 03:36:24,26.1615,32.7183,84.0,40,0,6.96
319,Sembakung,ID,2022-09-02 03:36:24,3.8167,117.25,89.76,58,100,3.4
320,Kaitangata,NZ,2022-09-02 03:36:25,-46.2817,169.8464,52.52,92,99,5.01
321,Anshun,CN,2022-09-02 03:36:25,26.25,105.9333,70.97,66,78,4.79
322,Yanam,IN,2022-09-02 03:36:25,16.7333,82.2167,88.77,65,97,6.46
323,Sayyan,YE,2022-09-02 03:36:25,15.1718,44.3244,63.07,45,6,7.29
324,Alora,ES,2022-09-02 03:36:26,36.8236,-4.7058,82.49,32,100,5.82
325,Aliaga,PH,2022-09-02 03:36:26,15.5167,120.8667,85.5,80,100,3.13
326,Basco,PH,2022-09-02 03:36:26,20.4487,121.9702,82.8,86,100,31.7
327,Leningradskiy,RU,2022-09-02 03:36:26,69.3833,178.4167,32.43,95,93,9.91
328,Upernavik,GL,2022-09-02 03:36:27,72.7868,-56.1549,39.4,62,100,7.18
329,Ha Giang,VN,2022-09-02 03:36:27,22.8333,104.9833,92.07,55,100,1.99
330,Marzuq,YE,2022-09-02 03:36:27,14.4,46.4667,76.71,60,2,2.51
331,Sambava,MG,2022-09-02 03:36:28,-14.2667,50.1667,68.81,84,23,9.84
332,Chegdomyn,RU,2022-09-02 03:36:28,51.1167,133.0167,64.65,45,2,3.09
333,Niamey,NE,2022-09-02 03:32:28,13.5137,2.1098,77.29,100,0,8.05
334,Ochakiv,UA,2022-09-02 03:36:28,46.6128,31.5498,65.25,47,18,16.84
335,Cravo Norte,CO,2022-09-02 03:36:28,6.3017,-70.2041,76.05,87,41,5.03
336,Tekeli,KZ,2022-09-02 03:36:29,44.83,78.8239,75.96,17,18,4.12
337,Sola,VU,2022-09-02 03:36:29,-13.8833,167.55,83.07,74,75,9.22
338,Barcelos,PT,2022-09-02 03:36:29,41.5388,-8.6151,65.84,94,100,1.81
339,Havre-Saint-Pierre,CA,2022-09-02 03:36:29,50.2334,-63.5986,55.76,94,100,5.75
340,Qasigiannguit,GL,2022-09-02 03:36:30,68.8193,-51.1922,43.05,86,100,4.79
341,Alta Floresta,BR,2022-09-02 03:36:30,-9.8756,-56.0861,77.76,32,85,3.65
342,Grand Baie,MU,2022-09-02 03:35:36,-20.0182,57.5802,68.47,67,15,1.99
343,West Fargo,US,2022-09-02 03:36:30,46.875,-96.9004,78.98,70,0,14.97
344,Honiara,SB,2022-09-02 03:36:30,-9.4333,159.95,78.44,88,100,2.59
345,Teya,RU,2022-09-02 03:36:31,60.3778,92.6267,47.08,67,97,4.25
346,Mount Gambier,AU,2022-09-02 03:31:47,-37.8333,140.7667,51.48,56,98,8.7
347,Abbeville,FR,2022-09-02 03:36:31,50.1,1.8333,66.16,65,95,5.91
348,Sept-Iles,CA,2022-09-02 03:36:31,50.2001,-66.3821,55.92,64,75,8.05
349,Shambu,ET,2022-09-02 03:36:32,9.5667,37.1,50.77,95,92,0.54
350,Provins,FR,2022-09-02 03:36:32,48.5833,3.1667,62.6,68,100,5.44
351,Nara,JP,2022-09-02 03:36:32,34.6851,135.8049,88.92,64,81,2.75
352,Ostrovnoy,RU,2022-09-02 03:36:32,68.0531,39.5131,47.44,82,100,23.89
353,Roebourne,AU,2022-09-02 03:36:33,-20.7833,117.1333,80.58,40,100,22.37
354,Santarem,BR,2022-09-02 03:36:33,-2.4431,-54.7083,77.13,100,0,2.3
355,Krasnovishersk,RU,2022-09-02 03:36:33,60.4078,57.082,54.86,98,100,4.32
356,Skibbereen,IE,2022-09-02 03:36:33,51.55,-9.2667,57.11,85,55,3.4
357,Natal,BR,2022-09-02 03:36:34,-5.795,-35.2094,73.62,94,20,8.05
358,Lae,PG,2022-09-02 03:36:34,-6.7221,146.9847,90.27,70,72,9.46
359,Gamba,GA,2022-09-02 03:36:34,-2.65,10.0,72.7,84,86,4.72
360,Bumba,CD,2022-09-02 03:36:34,2.1833,22.4667,68.54,97,97,2.84
361,Longyearbyen,SJ,2022-09-02 03:36:35,78.2186,15.6401,40.84,93,75,3.44
362,Nyimba,ZM,2022-09-02 03:36:35,-14.5566,30.8149,57.54,77,1,6.15
363,Saint-Pierre,RE,2022-09-02 03:36:35,-21.3393,55.4781,69.91,76,100,13.8
364,Vila,PT,2022-09-02 03:36:35,42.0304,-8.1588,53.71,86,96,0.76
365,Wajima,JP,2022-09-02 03:36:36,37.4,136.9,74.08,83,75,9.22
366,Kamenka,RU,2022-09-02 03:36:36,51.3223,42.7678,53.73,49,1,9.19
367,Rio Bonito,BR,2022-09-02 03:36:36,-22.7086,-42.6097,57.34,83,0,4.45
368,Oranjemund,NA,2022-09-02 03:36:36,-28.55,16.4333,53.35,94,16,5.14
369,Kirchhain,DE,2022-09-02 03:36:37,50.8167,8.9667,65.25,60,100,2.8
370,Namibe,AO,2022-09-02 03:36:37,-15.1961,12.1522,60.71,91,90,4.85
371,Gorom-Gorom,BF,2022-09-02 03:36:37,14.4439,-0.2361,78.66,75,68,8.5
372,Marsh Harbour,BS,2022-09-02 03:36:37,26.5412,-77.0636,83.37,71,9,5.46
373,Isla Mujeres,MX,2022-09-02 03:36:38,21.2311,-86.731,77.16,79,92,13.38
374,Shirokiy,RU,2022-09-02 03:36:38,49.758,129.523,70.39,54,0,8.39
375,Duku,NG,2022-09-02 03:36:38,11.2361,4.9073,71.06,99,100,5.01
376,Amga,RU,2022-09-02 03:36:38,60.8953,131.9608,47.97,90,100,7.45
377,Novoorsk,RU,2022-09-02 03:36:39,51.381,58.9813,83.05,18,3,14.2
378,Waddan,LY,2022-09-02 03:36:39,29.1614,16.139,82.11,29,0,3.96
379,Santa Vitoria Do Palmar,BR,2022-09-02 03:36:39,-33.5189,-53.3681,55.74,98,100,3.94
380,Trairi,BR,2022-09-02 03:33:30,-3.2778,-39.2689,78.24,77,21,15.19
381,Port Hardy,CA,2022-09-02 03:36:39,50.6996,-127.4199,57.38,94,40,8.05
382,Angren,UZ,2022-09-02 03:36:40,41.0167,70.1436,81.84,18,0,0.76
383,Moree,AU,2022-09-02 03:36:40,-29.4667,149.85,53.62,94,100,10.36
384,Puerto Lempira,HN,2022-09-02 03:36:40,15.2667,-83.7667,76.5,89,82,5.84
385,Getulio Vargas,UY,2022-09-02 03:36:40,-32.6796,-53.5494,59.99,99,100,4.79
386,Chabahar,IR,2022-09-02 03:36:41,25.2919,60.643,81.0,79,30,8.05
387,Kokkinokhoma,GR,2022-09-02 03:36:41,40.9333,24.3,72.82,81,92,4.74
388,Maarianhamina,AX,2022-09-02 03:36:41,60.0973,19.9348,35.46,100,16,1.14
389,Klaksvik,FO,2022-09-02 03:36:41,62.2266,-6.589,54.52,96,100,18.21
390,Ayagoz,KZ,2022-09-02 03:36:42,47.9714,80.4392,80.31,23,48,13.73
391,Torbay,CA,2022-09-02 03:35:31,47.6666,-52.7314,71.28,97,100,16.11
392,Santa Rosalia,MX,2022-09-02 03:36:42,27.3167,-112.2833,82.11,75,58,4.9
393,Vakhtan,RU,2022-09-02 03:36:42,57.9659,46.6889,47.77,66,27,7.63
394,Srednekolymsk,RU,2022-09-02 03:36:42,67.45,153.6833,63.95,41,100,10.71
395,Kyshtovka,RU,2022-09-02 03:36:43,56.555,76.6271,55.76,60,19,6.58
396,Gobo,JP,2022-09-02 03:36:43,33.8833,135.15,85.23,80,25,5.1
397,Balsas,BR,2022-09-02 03:36:43,-7.5325,-46.0356,72.66,36,0,3.85
398,Ovalle,CL,2022-09-02 03:36:43,-30.5983,-71.2003,52.95,82,1,0.25
399,Stephenville,US,2022-09-02 03:36:44,32.2207,-98.2023,75.99,88,0,1.99
400,Russell,US,2022-09-02 03:36:44,32.3502,-85.1999,76.23,94,0,0.0
401,Upata,VE,2022-09-02 03:36:44,8.0086,-62.3989,75.2,91,12,1.1
402,Paamiut,GL,2022-09-02 03:36:45,61.994,-49.6678,48.58,78,25,16.11
403,Balabac,PH,2022-09-02 03:36:45,7.9868,117.0645,84.7,72,100,3.65
404,Diu,IN,2022-09-02 03:36:45,20.7141,70.9822,82.87,74,85,5.88
405,Kourou,GF,2022-09-02 03:36:45,5.1552,-52.6478,75.25,91,12,8.46
406,Puksoozero,RU,2022-09-02 03:36:46,62.5903,40.6066,38.43,98,100,8.63
407,Tezu,IN,2022-09-02 03:36:46,27.9167,96.1667,78.08,95,100,0.74
408,Terekli-Mekteb,RU,2022-09-02 03:36:46,44.1671,45.8698,79.36,47,2,6.35
409,Rudnogorsk,RU,2022-09-02 03:36:47,57.2639,103.7519,50.9,55,100,5.01
410,Adrar,MR,2022-09-02 03:36:47,20.5022,-10.0711,87.26,45,5,12.03
411,Fort-Shevchenko,KZ,2022-09-02 03:36:47,44.5086,50.263,82.0,40,51,20.78
412,Nelson Bay,AU,2022-09-02 03:36:47,-32.7167,152.15,62.01,92,100,10.0
413,Cairns,AU,2022-09-02 03:36:48,-16.9167,145.7667,80.06,100,40,5.75
414,Taikang,CN,2022-09-02 03:36:48,46.8333,124.4167,78.6,31,2,17.78
415,Pangkalanbuun,ID,2022-09-02 03:36:48,-2.6833,111.6167,90.99,52,54,5.19
416,Bukama,CD,2022-09-02 03:36:48,-9.2,25.85,76.42,39,61,5.03
417,Banepa,NP,2022-09-02 03:36:49,27.6298,85.5214,71.92,83,75,4.61
418,High Level,CA,2022-09-02 03:36:49,58.5169,-117.136,59.11,72,75,2.3
419,Ust-Koksa,RU,2022-09-02 03:36:49,50.2696,85.6108,67.41,45,34,0.85
420,East London,ZA,2022-09-02 03:36:49,-33.0153,27.9116,74.34,43,0,5.75
421,Pithoro,PK,2022-09-02 03:36:50,25.5167,69.3833,84.61,69,75,12.8
422,Taywarah,AF,2022-09-02 03:36:50,33.35,64.4167,64.58,12,0,2.44
423,Praia,CV,2022-09-02 03:36:50,14.9215,-23.5087,79.34,89,75,10.36
424,Sao Filipe,CV,2022-09-02 03:36:50,14.8961,-24.4956,78.08,86,100,8.86
425,Itaquyry,PY,2022-09-02 03:36:51,-24.9333,-55.2167,75.0,52,33,7.81
426,Faanui,PF,2022-09-02 03:36:51,-16.4833,-151.75,78.87,68,1,15.26
427,Da Lat,VN,2022-09-02 03:36:05,11.9465,108.4419,73.63,73,94,1.57
428,Pizarro,CO,2022-09-02 03:36:51,4.9533,-77.366,76.51,88,90,0.92
429,Partyzany,UA,2022-09-02 03:36:51,46.3314,34.7503,63.25,42,0,13.51
430,Cukai,MY,2022-09-02 03:36:52,4.25,103.4167,87.75,65,67,5.41
431,Buraydah,SA,2022-09-02 03:36:52,26.326,43.975,77.45,16,38,6.76
432,Frontera,MX,2022-09-02 03:36:52,26.9333,-101.45,80.33,73,96,3.0
433,Oltenesti,RO,2022-09-02 03:36:53,46.5833,27.9,59.47,62,100,8.79
434,Antonina,BR,2022-09-02 03:36:53,-25.4286,-48.7119,67.73,94,2,1.88
435,Chuy,UY,2022-09-02 03:36:53,-33.6971,-53.4616,55.18,98,100,3.67
436,Nouadhibou,MR,2022-09-02 03:36:53,20.931,-17.0347,82.38,65,35,5.75
437,Asosa,ET,2022-09-02 03:36:54,10.0667,34.5333,57.96,94,71,4.47
438,Pavlovsk,RU,2022-09-02 03:36:54,50.4578,40.1081,54.54,51,1,6.06
439,Alofi,NU,2022-09-02 03:36:54,-19.0595,-169.9187,78.69,65,37,11.5
440,Redmond,US,2022-09-02 03:35:42,47.674,-122.1215,74.59,73,2,3.56
441,Letterkenny,IE,2022-09-02 03:36:54,54.95,-7.7333,51.89,93,100,2.73
442,San Buenaventura,MX,2022-09-02 03:36:55,27.0833,-101.5333,81.48,64,100,6.49
443,Jabinyanah,TN,2022-09-02 03:36:55,35.035,10.9081,78.6,73,2,5.97
444,Pauini,BR,2022-09-02 03:36:55,-7.7136,-66.9764,74.7,50,8,2.62
445,Quatre Cocos,MU,2022-09-02 03:36:55,-20.2078,57.7625,68.11,61,15,12.44
446,Yuty,PY,2022-09-02 03:36:56,-26.6,-56.25,66.38,89,93,4.9
447,Kamina,CD,2022-09-02 03:36:56,-8.7386,24.9906,65.59,53,57,6.15
448,Tchaourou,BJ,2022-09-02 03:36:56,8.8865,2.5975,70.5,98,100,5.82
449,Carndonagh,IE,2022-09-02 03:36:56,55.25,-7.2667,55.78,85,100,4.54
450,Komsomolskiy,UZ,2022-09-02 03:36:57,40.4272,71.7189,77.72,29,0,2.3
451,Bom Jardim,BR,2022-09-02 03:36:57,-7.7958,-35.5872,64.8,93,43,5.55
452,Redlands,US,2022-09-02 03:33:42,34.0556,-117.1825,94.15,33,40,9.22
453,La Paz,BO,2022-09-02 03:35:26,-16.5,-68.15,42.78,87,40,8.05
454,Kalmunai,LK,2022-09-02 03:36:57,7.4167,81.8167,82.44,71,71,3.62
455,Saint-Paul,RE,2022-09-02 03:36:57,-21.0096,55.2707,70.36,64,3,9.04
456,San Vicente,AR,2022-09-02 03:36:58,-26.6167,-54.1333,69.26,58,45,5.64
457,Kysyl-Syr,RU,2022-09-02 03:36:58,63.8986,122.7617,50.56,53,99,5.12
458,San Jose,US,2022-09-02 03:32:13,37.3394,-121.895,84.22,50,20,8.05
459,Phanom Thuan,TH,2022-09-02 03:36:58,14.1303,99.6986,90.63,59,23,3.27
460,Tazovskiy,RU,2022-09-02 03:36:58,67.4667,78.7,46.85,63,16,9.19
461,Innisfail,AU,2022-09-02 03:36:59,-17.5333,146.0333,71.53,98,100,4.85
462,Yerbogachen,RU,2022-09-02 03:36:59,61.2767,108.0108,45.05,78,94,8.75
463,Coos Bay,US,2022-09-02 03:35:42,43.3665,-124.2179,62.31,95,75,5.75
464,Sechura,PE,2022-09-02 03:36:59,-5.5569,-80.8222,61.57,82,15,11.3
465,Luderitz,NA,2022-09-02 03:37:00,-26.6481,15.1594,54.07,94,0,6.98
466,Abha,SA,2022-09-02 03:37:00,18.2164,42.5053,62.85,27,0,0.0
467,Da Nang,VN,2022-09-02 03:35:49,16.0678,108.2208,93.18,55,20,2.3
468,Amapa,BR,2022-09-02 03:37:00,1.0,-52.0,71.13,98,99,2.21
469,Ballina,AU,2022-09-02 03:37:00,-28.8667,153.5667,68.02,89,100,8.14
470,Bristol,US,2022-09-02 03:37:01,41.8334,-71.1662,65.55,74,4,5.77
471,Anadyr,RU,2022-09-02 03:37:01,64.75,177.4833,50.5,76,75,8.95
472,Manacapuru,BR,2022-09-02 03:37:01,-3.2997,-60.6206,78.62,62,30,3.58
473,Fairbanks,US,2022-09-02 03:33:11,64.8378,-147.7164,57.6,76,100,16.11
474,Huicungo,PE,2022-09-02 03:37:02,-7.2833,-76.8,70.09,76,84,2.44
475,Chihuahua,MX,2022-09-02 03:32:23,28.5,-106.0,67.03,81,97,3.24
476,Misratah,LY,2022-09-02 03:37:02,32.3754,15.0925,80.31,74,4,10.6
477,Inyonga,TZ,2022-09-02 03:37:02,-6.7167,32.0667,60.64,56,6,4.88
478,Fare,PF,2022-09-02 03:37:02,-16.7,-151.0167,78.44,71,1,15.37
479,Tena,EC,2022-09-02 03:37:03,-0.9833,-77.8167,68.67,96,86,3.15
480,Karatau,KZ,2022-09-02 03:37:03,43.1667,70.4667,77.88,16,0,5.53
481,Zhigansk,RU,2022-09-02 03:37:03,66.7697,123.3711,42.39,88,100,11.88
482,Dakar,SN,2022-09-02 03:37:03,14.6937,-17.4441,80.73,83,40,9.22
483,San Pedro,PH,2022-09-02 03:37:04,14.35,121.0167,86.36,83,75,11.5
484,Saint-Augustin,CA,2022-09-02 03:37:04,51.226,-58.6502,58.12,94,69,6.91
485,Yaan,NG,2022-09-02 03:37:04,7.3833,8.5667,69.85,97,100,5.88
486,Sibolga,ID,2022-09-02 03:37:04,1.7427,98.7792,82.72,68,100,3.24
487,Poum,NC,2022-09-02 03:37:05,-20.2333,164.0167,74.5,71,69,9.46
488,Mandera,KE,2022-09-02 03:37:05,3.9366,41.867,73.65,63,68,13.49
489,Kristianstad,SE,2022-09-02 03:37:05,56.0313,14.1524,48.34,89,1,4.61
490,Luanda,AO,2022-09-02 03:33:12,-8.8368,13.2343,69.8,88,75,6.91
491,Ipixuna,BR,2022-09-02 03:37:05,-1.7625,-48.8043,74.05,90,41,4.43
492,Tutoia,BR,2022-09-02 03:37:06,-2.7619,-42.2744,77.9,82,58,11.39
493,Marawi,PH,2022-09-02 03:37:06,7.9986,124.2928,86.02,54,99,3.87
494,Sakakah,SA,2022-09-02 03:37:06,29.9697,40.2064,80.17,14,15,2.08
495,Poya,NC,2022-09-02 03:37:07,-21.35,165.15,74.82,70,43,7.92
496,Hope,US,2022-09-02 03:37:07,33.6671,-93.5916,75.25,93,100,1.36
497,Flinders,AU,2022-09-02 03:37:07,-34.5833,150.8552,60.19,73,100,8.99
498,Khani,GE,2022-09-02 03:37:07,41.9563,42.9566,65.77,42,59,3.24
499,Igurubi,TZ,2022-09-02 03:37:08,-4.0,33.7,66.16,54,2,10.54
500,Solnechnyy,RU,2022-09-02 03:37:08,50.7214,136.6319,64.85,67,81,6.87
501,Coquimbo,CL,2022-09-02 03:33:11,-29.9533,-71.3436,51.53,87,0,5.75
502,Cabo San Lucas,MX,2022-09-02 03:37:08,22.8909,-109.9124,83.52,86,100,8.01
503,Ornskoldsvik,SE,2022-09-02 03:37:09,63.2909,18.7153,38.35,93,1,8.05
504,Starosubkhangulovo,RU,2022-09-02 03:37:09,53.1031,57.4423,70.39,42,83,4.54
505,Verkhniy Fiagdon,RU,2022-09-02 03:37:09,42.8333,44.3053,56.07,40,4,5.73
506,Atar,MR,2022-09-02 03:37:10,20.5169,-13.0499,83.53,59,48,6.98
507,Kavaratti,IN,2022-09-02 03:37:10,10.5669,72.642,77.14,90,100,19.35
508,Sinnamary,GF,2022-09-02 03:37:10,5.3833,-52.95,77.27,89,38,9.86
509,Wasilla,US,2022-09-02 03:33:07,61.5814,-149.4394,57.02,82,20,9.22
510,Tiznit,MA,2022-09-02 03:37:10,29.5833,-9.5,78.58,46,99,1.59
511,Crystal Beach,CA,2022-09-02 03:37:11,42.8699,-79.0583,66.67,81,0,5.91
512,Ixtepec,MX,2022-09-02 03:37:11,16.5786,-95.1022,77.13,87,100,6.24
513,Guarapari,BR,2022-09-02 03:37:11,-20.6667,-40.4975,63.9,81,0,5.86
514,Bhatkal,IN,2022-09-02 03:37:12,13.9667,74.5667,80.01,86,90,7.16
515,Mitu,CO,2022-09-02 03:37:12,1.1983,-70.1733,71.15,97,20,0.83
516,Narayanpet,IN,2022-09-02 03:37:12,16.7333,77.5,82.09,68,62,10.13
517,Qiongshan,CN,2022-09-02 03:37:12,20.0058,110.3542,84.18,79,75,11.18
518,Jacqueville,CI,2022-09-02 03:37:13,5.2052,-4.4146,73.87,92,100,7.63
519,Kuching,MY,2022-09-02 03:37:13,1.55,110.3333,79.02,89,20,2.3
520,Foumban,CM,2022-09-02 03:37:13,5.7291,10.9001,61.34,97,100,2.24
521,Peniche,PT,2022-09-02 03:37:13,39.3558,-9.3811,66.29,95,55,5.75
522,Kalevala,RU,2022-09-02 03:37:14,65.2,31.1667,43.74,82,100,10.42
523,Kulykiv,UA,2022-09-02 03:37:14,50.3142,24.8176,45.32,82,29,5.55
524,Kijang,KR,2022-09-02 03:37:14,35.2442,129.2139,74.93,89,100,18.75
525,La Ronge,CA,2022-09-02 03:37:15,55.1001,-105.2842,59.25,58,40,21.85
526,Caconda,AO,2022-09-02 03:37:15,-13.7333,15.0667,57.96,63,34,2.91
527,Bua Yai,TH,2022-09-02 03:37:15,15.5855,102.4259,91.85,92,73,4.45
528,Qandala,SO,2022-09-02 03:37:15,11.472,49.8728,85.89,60,4,1.34
529,Matola,MZ,2022-09-02 03:37:16,-25.9622,32.4589,56.19,91,0,5.08
530,Acapulco,MX,2022-09-02 03:37:16,16.8634,-99.8901,84.02,79,100,11.5
531,Pandamatenga,BW,2022-09-02 03:37:16,-18.5278,25.627,51.87,50,0,6.8
532,Maneadero,MX,2022-09-02 03:37:16,31.7167,-116.5667,75.09,81,17,4.21
533,Worthington,US,2022-09-02 03:37:17,40.0931,-83.018,72.09,86,100,4.29
534,Ascension,US,2022-09-02 03:37:17,30.2169,-90.9001,81.09,89,0,4.61
535,Los Llanos De Aridane,ES,2022-09-02 03:37:17,28.6585,-17.9182,75.13,78,0,5.75
536,Kalabo,ZM,2022-09-02 03:37:18,-14.97,22.6814,52.86,73,0,5.61
537,Charters Towers,AU,2022-09-02 03:37:18,-20.1,146.2667,79.99,58,86,11.65
538,Normandin,CA,2022-09-02 03:37:18,48.8333,-72.5321,46.71,93,14,4.61
539,Sibut,CF,2022-09-02 03:37:18,5.718,19.0739,67.64,97,99,1.12
540,Diamantino,BR,2022-09-02 03:32:43,-14.4086,-56.4461,77.92,31,0,5.08
541,Walvis Bay,NA,2022-09-02 03:37:19,-22.9575,14.5053,52.75,93,7,4.61
542,Usinsk,RU,2022-09-02 03:37:19,65.9939,57.5281,42.17,93,100,9.42
543,Elko,US,2022-09-02 03:37:19,41.0002,-115.5012,81.23,14,0,4.18
544,Abalak,RU,2022-09-02 03:37:20,58.1286,68.5944,55.85,79,100,10.94
545,Sabang,ID,2022-09-02 03:37:20,5.8933,95.3214,81.68,75,96,15.39
546,Tuatapere,NZ,2022-09-02 03:37:21,-46.1333,167.6833,56.34,70,49,4.36
547,Paharpur,PK,2022-09-02 03:37:21,32.1038,70.9724,94.68,44,2,4.43
548,Shakawe,BW,2022-09-02 03:37:21,-18.3667,21.85,52.23,44,2,5.44
549,Antalaha,MG,2022-09-02 03:37:22,-14.9003,50.2788,69.22,89,66,8.39
550,Najran,SA,2022-09-02 03:37:22,17.4924,44.1277,72.25,26,0,2.68
551,Tara,RU,2022-09-02 03:37:22,56.8944,74.371,54.73,64,61,7.05
552,Tatarsk,RU,2022-09-02 03:37:22,55.219,75.9828,60.15,57,70,7.74
553,Sawtell,AU,2022-09-02 03:37:23,-30.3833,153.1,66.22,77,40,13.8
554,Ilinskiy,RU,2022-09-02 03:37:23,55.619,38.1182,45.37,93,75,8.99
555,Erzin,TR,2022-09-02 03:37:23,36.9559,36.2,76.75,68,50,1.07
556,Jamkhed,IN,2022-09-02 03:37:24,18.7362,75.3121,82.49,60,48,5.41
557,Ngunguru,NZ,2022-09-02 03:37:24,-35.6167,174.5,56.7,56,100,6.96
558,Kajaani,FI,2022-09-02 03:37:24,64.2273,27.7285,39.25,93,40,8.05
559,Awjilah,LY,2022-09-02 03:37:25,29.1081,21.2869,77.95,55,0,6.46
560,Cadereyta,MX,2022-09-02 03:37:25,25.5833,-99.9833,85.17,65,96,4.43
561,Kinablangan,PH,2022-09-02 03:37:25,7.6947,126.5503,87.96,65,96,11.27
562,Madimba,TZ,2022-09-02 03:37:25,-10.4,40.3333,67.32,77,20,23.02
563,Biltine,TD,2022-09-02 03:37:26,14.5333,20.9167,76.24,73,92,3.29
